id|description|gtin|stock_quantity|unit_price
1896|Beef - Rib Roast Capless|7890588335492|866.58|79.4977
1897|Energy Drink Red Bull|7899116434139|403.34|24.0414
1898|Calypso - Pineapple Passion|7896557717553|845.57|76.5226
1899|Beef - Prime Rib Aaa||80.94|64.5128
1900|Island Oasis - Banana Daiquiri|7890748134772|101.81|9.3385
1901|Lumpfish Black|7894280648746|403.81|30.3489
1902|Wine - White Cab Sauv.on|7899980618570|289.15|77.2025
1903|Wine - Valpolicella Masi|7897015117973|734.11|82.9017
1904|Wine - Blue Nun Qualitatswein|7897579846192|868.64|64.8803
1905|Salami - Genova|7896985583465|11.36|73.5401
1906|Bread - 10 Grain Parisian|7894953412165|895.76|10.4996
1907|Veal - Knuckle|7896596036925|945.96|55.2054
1908|Beef - Striploin|7893410359231|676.53|69.645
1909|Brandy - Orange Mc Guiness|7890949733789|818.47|24.7075
1910|Allspice - Jamaican|7895672791915|98.89|29.9976
1911|Beef - Kindney Whole|7895799584143|955.06|47.7283
1912|Container Clear 8 Oz|7894724960043|321.26|47.4677
1913|Cheese - Cottage Cheese|7898867631303|947.89|17.4414
1914|Bread Foccacia Whole|7892462453992|892.48|83.6512
1915|Foie Gras|7894638206510|419.63|9.8783
1916|Snapple Lemon Tea|7899270918035|705.46|24.3666
1917|V8 - Tropical Blend|7895053696159|824.32|40.0366
1918|Pasta - Rotini Colour Dry|7891490661569|423.38|76.5774
1919|Sprouts - Baby Pea Tendrils|7892795253452|601.43|31.7532
1920|Hot Choc Vending|7897047549995|310.9|52.4493
1921|Chicken - Whole Fryers|7892538734431||50.7776
1922|Lettuce - Boston Bib - Organic|7895344333982|488.79|56.8491
1923|Cheese - St. Andre|7896719655129|283.55|13.8611
1924|Muffin Mix - Raisin Bran|7896193536906|716.99|26.4511
1925|Bread - Burger|7890912068512||73.3874
1926|Cheese - Taleggio D.o.p.|7892802145657|121.34|70.3105
1927|Liquid Aminios Acid - Braggs|7895087934055|259.12|42.1092
1928|Gatorade - Lemon Lime|7892632691393|250.07|82.341
1929|Nantuket Peach Orange|7894019056327||80.9766
1930|Oil - Avocado|7895507657756|267.17|82.9043
1931|Oil - Olive Bertolli|7891706657247|436.52|8.9575
1932|Sambuca Cream|7890713873363|239.59|19.6251
1933|Oil - Macadamia|7899946099407|970.48|73.5095
1934|Aromat Spice / Seasoning|7898109485962|954.94|32.2195
1935|Tart - Butter Plain Squares|7898397267431|915.35|2.7305
1936|Nut - Chestnuts Whole|7898824060969|805.61|22.2502
1937|Veal - Liver|7897593022658|653.83|24.7477
1938|Lettuce - Baby Salad Greens|7893797695431|644.64|2.6342
1939|Tomatoes - Plum Canned|7895365400114|402.14|37.2058
1940|Versatainer Nc - 9388|7891923657285|191.5|95.231
1941|Cranberries - Dry|7892055667314|115.84|45.1488
1942|Smoked Tongue|7899365865795|126.29|2.0593
1943|Pur Source||982.38|26.744
1944|Carbonated Water - Cherry|7896244524219|433.51|4.9501
1945|Bread - Italian Sesame Poly|7892709664597|781.99|11.6347
1946|Chicken - Leg Boneless|7898203254419|553.82|72.4403
1947|Cheese - Swiss|7899480048587|995.17|16.2494
1948|Nut - Hazelnut Whole|7894933906371|364.65|28.8641
1949|Jicama|7896300560134||89.8676
1950|Gelatine Leaves - Bulk|7895907529012|539.79|88.4152
1951|Cup - 6oz Foam|7899378106017|360.77|52.7005
1952|Spice - Paprika|7892903967219|189.1|12.0945
1953|Corn Kernels - Frozen|7898825786823|269.08|66.0198
1954|Tuna - Yellowfin|7894323633930|252.87|72.0546
1955|Oil - Peanut|7894734241296||23.8859
1956|Peppercorns - Green|7896551417951|316.57|72.0506
1957|Brandy Cherry - Mcguinness|7892493681780|732.42|12.9925
1958|Wine - Casablanca Valley|7893855568568|428.69|16.781
1959|Yogurt - Cherry 175 Gr|7896725118140|946.39|2.4545
1960|Soup - Campbells Beef Noodle|7894003031470|306.99|56.5779
1961|Apple - Delicious Golden|7890601390137|91.57|53.235
1962|Oil - Sesame|7894605961075||54.1805
1963|Veal - Inside Choice|7897360884020|291.34|79.8541
1964|Butter - Salted Micro|7895688250862|587.26|80.2993
1965|Pepper - Julienne Frozen|7892728521345|493.13|75.9112
1966|Langers - Ruby Red Grapfruit|7894428828746|735.09|6.6092
1967|Towels - Paper / Kraft|7894589906968|866.62|10.1054
1968|Appetizer - Smoked Salmon / Dill|7895420928738|476.97|57.6484
1969|Salmon - Fillets|7896983180606|771.45|96.0281
1970|Shrimp - Black Tiger 8 - 12|7898189897039|842.0|76.1861
1971|Beer - True North Strong Ale|7896436792454|311.67|15.1703
1972|Cinnamon Buns Sticky|7898870812703|100.55|8.631
1973|Mushroom - White Button|7899257125449|278.05|4.217
1974|Chocolate Bar - Smarties|7899452861150|414.89|22.318
1975|Swiss Chard - Red|7894079444775|935.04|86.1042
1976|Mustard - Individual Pkg|7899135653057|393.0|58.301
1977|Wine - Masi Valpolocell|7894607666862|732.55|89.4483
1978|Icecream Bar - Del Monte|7896829958974|177.22|33.3569
1979|Chinese Foods - Chicken Wing||857.0|12.0676
1980|Apple - Delicious Red|7895839250966|655.71|45.851
1981|Sauce - Soy Low Sodium - 3.87l|7893937695336|239.37|9.3223
1982|Seabream Whole Farmed|7899304847892|123.91|51.1149
1983|Ice Cream - Fudge Bars|7892366233865|340.77|98.9999
1984|Spice - Montreal Steak Spice|7892834210802|477.08|65.5609
1985|Phyllo Dough|7899813657294|339.22|69.8981
1986|Juice - Mango|7896870570763|644.3|69.2576
1987|Arizona - Green Tea|7894055664716|803.29|71.4377
1988|Plate Pie Foil|7892842542262|547.78|93.2333
1989|Tuna - Sushi Grade|7897519748144|18.42|57.0515
1990|Ginsing - Fresh|7895196858378|501.18|98.5317
1991|Pepper - Paprika Spanish|7891493899423|861.92|21.6288
1992|Yeast - Fresh Fleischman|7898922353019|909.37|40.5765
1993|Onions - Red|7890403735278|887.97|53.3797
1994|Turnip - White|7893378017113|310.47|95.1545
1995|Juice - Pineapple 341 Ml|7896320580346|881.51|30.9157
1996|Cream - 10%|7895792483718|723.7|90.9469
1997|Flour - Strong Pizza|7890708781953|583.97|2.686
1998|Sugar - Sweet N Low Individual|7891706454082|921.91|11.704
1999|Beef - Tenderloin Tails||555.49|73.0154
2000|Anchovy Paste - 56 G Tube|7890448359801|265.92|23.7321
